"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","clusterName","gene"
"2901",9.34203191611259e-153,0.647580120643385,0.562,0.228,2.76309277982862e-148,"Stele","Os09g0542900"
"2902",1.70345547030189e-222,0.64727131883362,0.917,0.452,5.03831024451191e-218,"Stele","Os01g0837300"
"2903",5.11595451121079e-75,0.647177993007123,0.616,0.349,1.51314586578081e-70,"Stele","Os05g0563900"
"2904",0,0.646852789451976,0.745,0.213,0,"Stele","Os01g0712700"
"2905",0,0.643200753011342,0.75,0.218,0,"Stele","Os01g0195400"
"2906",2.86267920286657e-291,0.643048794493266,0.828,0.325,8.46694627831846e-287,"Stele","Os07g0624700"
"2907",0,0.639207279494967,0.849,0.32,0,"Stele","Os04g0663100"
"2908",2.83138928794346e-164,0.637015145300007,0.994,0.834,8.37440009695037e-160,"Stele","Os11g0455500"
"2909",8.49922625475441e-62,0.635848051437051,0.696,0.441,2.51381614936871e-57,"Stele","Os03g0194900"
"2910",6.2666028141491e-85,0.634650116223668,0.798,0.431,1.85347311434088e-80,"Stele","Os02g0173200"
"2911",1.34257925839432e-111,0.63418573299769,0.722,0.385,3.97094667255287e-107,"Stele","Os11g0629400"
"2912",4.64285564222832e-182,0.632973222987743,0.874,0.443,1.37321741330187e-177,"Stele","Os05g0105100"
"2913",0,0.631194498331319,0.644,0.14,0,"Stele","Os06g0223900"
"2914",0,0.630786879834249,0.727,0.192,0,"Stele","Os04g0640700"
"2915",5.46792854501969e-275,0.629132875084011,0.814,0.328,1.61724922576047e-270,"Stele","Os01g0168200"
"2916",2.5338226086052e-234,0.626750687726013,0.671,0.252,7.4942871294716e-230,"Stele","Os05g0429900"
"2917",9.4596066309601e-65,0.626116398332611,0.91,0.631,2.79786785323907e-60,"Stele","Os03g0815100"
"2918",4.522737417798e-249,0.62577469915413,0.88,0.413,1.33769004606212e-244,"Stele","Os12g0236400"
"2919",1.17861813045235e-126,0.622834596184964,0.958,0.641,3.4859988444389e-122,"Stele","Os05g0363200"
"2920",2.15116246093472e-189,0.619391672744819,0.88,0.453,6.36249321070663e-185,"Stele","Os03g0647800"
"2921",4.34787026544855e-289,0.617804537061306,0.761,0.272,1.28596958841172e-284,"Stele","Os08g0407600"
"2922",0,0.613416665894656,0.718,0.224,0,"Stele","Os02g0189400"
