"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","clusterName","gene"
3.17092525233012e-194,0.983552306745397,0.644,0.643,6.34185050466025e-191,"2","MtrunA17Chr8g0342911"
6.00259436525722e-175,0.978545112220321,0.651,0.612,1.20051887305144e-171,"2","MtrunA17Chr8g0362931"
0,0.96927314018464,0.696,0.624,0,"2","MtrunA17Chr2g0281341"
1.18372567891571e-92,0.961852166966575,0.602,0.519,2.36745135783143e-89,"2","LjTRICOT-like"
1.29095487452028e-49,0.960030553296277,0.671,0.692,2.58190974904056e-46,"2","MtPLT5"
9.52739281791134e-121,0.950106207393068,0.682,0.574,1.90547856358227e-117,"2","MtrunA17Chr3g0143931"
9.61153554333835e-16,0.947766067785338,0.518,0.628,1.92230710866767e-12,"2","MtrunA17Chr4g0068861"
0,0.935609053613173,0.667,0.481,0,"2","MtrunA17Chr8g0369441"
0,0.93016681232177,0.706,0.363,0,"2","MtnsLTP127"
3.62826815995222e-131,0.922056151007521,0.736,0.654,7.25653631990444e-128,"2","MtPAL"
5.63157891056465e-52,0.917694460792038,0.696,0.661,1.12631578211293e-48,"2","MtrunA17Chr4g0007011"
6.19052144646523e-271,0.906562366056573,0.697,0.646,1.23810428929305e-267,"2","MtrunA17Chr3g0114551"
0,0.888358405103945,0.812,0.735,0,"2","MtrunA17Chr7g0252631"
1.99423829835695e-33,0.883241126285923,0.504,0.329,3.9884765967139e-30,"2","MtrunA17Chr7g0255111"
0,0.879174854047746,0.801,0.678,0,"2","MtrunA17Chr6g0450871"
3.41895509567353e-41,0.877978719483602,0.79,0.773,6.83791019134706e-38,"2","MtrunA17Chr1g0189071"
8.01719711533542e-81,0.870262642319083,0.606,0.574,1.60343942306708e-77,"2","MtRRB4"
0,0.867128639278955,0.746,0.65,0,"2","MtKAO1%3BMtKAO2"
1.84693026451947e-162,0.866779419715916,0.623,0.533,3.69386052903893e-159,"2","MtrunA17Chr2g0321081"
1.82681484363875e-247,0.865478465602034,0.602,0.398,3.65362968727749e-244,"2","MtrunA17Chr8g0353261"
0,0.865255618707995,0.715,0.443,0,"2","MtrunA17Chr4g0043091"
5.31865115897371e-165,0.861365449625662,0.726,0.609,1.06373023179474e-161,"2","MtrunA17Chr5g0394841"
3.55901781574091e-271,0.84695983864544,0.702,0.658,7.11803563148182e-268,"2","MtrunA17Chr5g0399811"
2.19014860990127e-93,0.842569134696025,0.543,0.469,4.38029721980253e-90,"2","MtABAB29"
2.68867943604729e-61,0.841602638324001,0.518,0.495,5.37735887209458e-58,"2","MtrunA17Chr6g0462451"
0,0.84064213875425,0.758,0.367,0,"2","MtrunA17Chr7g0255781"
1.69955526106112e-117,0.835368457655649,0.678,0.602,3.39911052212225e-114,"2","MtrunA17Chr8g0375761"
0,0.834313710444101,0.698,0.573,0,"2","MtrunA17Chr7g0271411"
2.38706288056599e-234,0.821834215099685,0.656,0.497,4.77412576113199e-231,"2","MtrunA17Chr8g0356301"
3.19931481596536e-154,0.815681045424715,0.601,0.489,6.39862963193071e-151,"2","MtNPF4.11"
4.50517311359595e-92,0.813842311752937,0.727,0.587,9.01034622719191e-89,"2","MtPR10-4"
0,0.808909959651192,0.747,0.637,0,"2","MtbZIP-627"
2.40585165557701e-82,0.80669568635758,0.348,0.587,4.81170331115403e-79,"2","MtrunA17Chr5g0439161"
5.10791424525397e-100,0.79462588995529,0.783,0.754,1.02158284905079e-96,"2","MtrunA17Chr3g0128011"
3.52696446023609e-285,0.782273422228503,0.726,0.646,7.05392892047218e-282,"2","MtRip7%3BMtPrx11%3BMtPRX3"
2.84618301498984e-46,0.770465942395089,0.526,0.554,5.69236602997968e-43,"2","MtrunA17Chr4g0025831"
9.73164288904351e-171,0.768143510782516,0.611,0.467,1.9463285778087e-167,"2","MtrunA17Chr4g0061401"
0,0.766410833532238,0.734,0.629,0,"2","MtrunA17Chr2g0322451"
0,0.754720067299084,0.145,0.587,0,"2","MtrunA17Chr3g0108811"
1.41667029122792e-303,0.74291661916329,0.684,0.619,2.83334058245584e-300,"2","MtrunA17Chr3g0137351"
1.52713533068947e-30,0.737061310721904,0.513,0.471,3.05427066137895e-27,"2","MtMYB129"
9.1920332414649e-70,0.735208336563326,0.807,0.786,1.83840664829298e-66,"2","MtrunA17Chr3g0115611"
5.66075642382381e-185,0.731726168797169,0.673,0.455,1.13215128476476e-181,"2","MtrunA17Chr5g0417111"
8.40241745539146e-293,0.729582138664417,0.757,0.556,1.68048349107829e-289,"2","MtrunA17Chr5g0408061"
2.80306566614812e-208,0.72018996235729,0.679,0.592,5.60613133229625e-205,"2","MtrunA17Chr6g0479921"
4.96293301839748e-101,0.719508195521787,0.601,0.595,9.92586603679497e-98,"2","MtrunA17Chr3g0087261"
0,0.71819277392276,0.754,0.598,0,"2","MtrunA17Chr4g0041141"
