"gene","name","p_val","p_val_adj","pct_1","pct_2","pct_diff","avg_log2FC","clusterName","celltype_id","species","tissue","dataset"
"Os01g0783200","LOC_Os01g57420",0,0,0.771,0.614,0.157,0.83799868603292,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0735200","OsGS1",0,0,0.806,0.675,0.131,0.831869422927273,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0836000","RAC3",0,0,0.279,0.152,0.127,0.826389682847739,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0542200","LOC_Os05g46460",0,0,0.712,0.519,0.193,0.821343613971557,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0175400","LOC_Os04g09570",0,0,0.578,0.432,0.146,0.82034839532961,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"LNC_Os03g24565","LNC_Os03g24565",0,0,0.573,0.358,0.215,0.815900504158329,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0455800","OsSHM2",0,0,0.417,0.264,0.153,0.807635417664572,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0506200","LOC_Os06g30950",0,0,0.269,0.081,0.188,0.804606625001346,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0519700","HSP101",0,0,0.485,0.362,0.123,0.802403103139962,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0459200","Os04g0459200",0,0,0.51,0.317,0.193,0.800599295207051,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0139400","LOC_Os07g04690",0,0,0.565,0.375,0.19,0.79615557651782,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0303800","LOC_Os01g19820",0,0,0.446,0.247,0.199,0.795709318589698,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0528300","OsABCG9",0,0,0.279,0.045,0.234,0.794979313920377,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0418300","LOC_Os10g28254",0,0,0.753,0.569,0.184,0.794212488276513,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0718100","ACT1",0,0,0.558,0.437,0.121,0.785385350524548,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0443500","LOC_Os12g25690",0,0,0.419,0.338,0.081,0.77854568024886,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0215700","LOC_Os05g12481",0,0,0.573,0.424,0.149,0.778496505592279,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0576900","OsCCR3",0,0,0.343,0.092,0.251,0.77849453669097,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0109800","LOC_Os02g01960",0,0,0.387,0.196,0.191,0.778338800402574,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0624000","LOC_Os12g42884",0,0,0.43,0.323,0.107,0.778296459088788,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0492800","OsCML22",0,0,0.538,0.316,0.222,0.774843739386254,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0214800","GID1L2",0,0,0.488,0.312,0.176,0.773644548485098,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0198900","Os03g0198900",0,0,0.234,0.075,0.159,0.773095076010722,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0317900","CYP75B4",0,0,0.252,0.049,0.203,0.770178794463761,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0250400","BS1",0,0,0.784,0.71,0.0740000000000001,0.77002208154581,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0175100","LOC_Os01g07970",0,0,0.687,0.515,0.172,0.769433085870944,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0316200","OsGolS1",0,0,0.574,0.387,0.187,0.767185866876341,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0637400","OsNPSN13",0,0,0.36,0.2,0.16,0.76305881870935,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0626400","Os02g0626400",0,0,0.861,0.768,0.093,0.760783884427673,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0111600","OsHIGD5",0,0,0.608,0.451,0.157,0.758970297779463,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0683700","LOC_Os06g46970",0,0,0.599,0.456,0.143,0.75762462794949,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0416100","RCB4",0,0,0.653,0.598,0.055,0.748647208524668,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0150400","LOC_Os10g05970",0,0,0.688,0.41,0.278,0.747928800522343,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0296000","LOC_Os07g19540",5.84525343595686e-145,3.31560310647781e-140,0.486,0.443,0.043,0.746511946297716,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0629000","Os07g0629000",0,0,0.383,0.156,0.227,0.743754791445649,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0128000","OsFLA2",0,0,0.206,0.074,0.132,0.742260916504819,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0595800","OsAT8",0,0,0.484,0.285,0.199,0.740643659694165,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0435700","LOC_Os04g35570",0,0,0.367,0.126,0.241,0.740339171096697,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0107300","LOC_Os07g01660",0,0,0.392,0.178,0.214,0.740166257245062,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0402700","Os04g0402700",0,0,0.598,0.436,0.162,0.739426289971882,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0154300","LOC_Os07g05950",0,0,0.373,0.186,0.187,0.738602867258696,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0149800","OsMT2a",0,0,0.617,0.453,0.164,0.738023008108864,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0231700","Os05g0231700",0,0,0.401,0.271,0.13,0.738010383179157,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0550900","OsProDH",0,0,0.26,0.13,0.13,0.736182210675686,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0543900","OsGDH2",0,0,0.616,0.443,0.173,0.73571098481268,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0529300","OsGSTU18",0,0,0.249,0.055,0.194,0.733452747378077,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0542900","LOC_Os09g37080",0,0,0.616,0.426,0.19,0.724981642403995,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0953600","LOC_Os01g72430",0,0,0.504,0.327,0.177,0.721628200384448,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0150600","LOC_Os10g05980",0,0,0.413,0.178,0.235,0.721404732677037,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0536500","LOC_Os02g33330",0,0,0.356,0.218,0.138,0.718722353546878,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0716100","LOC_Os06g50230",0,0,0.495,0.34,0.155,0.718128899469024,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0152000","LOC_Os03g05750",0,0,0.66,0.552,0.108,0.714346508227326,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0547500","LOC_Os08g43400",0,0,0.252,0.056,0.196,0.714023797766332,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0208500","LOC_Os10g14180",0,0,0.362,0.239,0.123,0.713192738860798,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0680700","LOC_Os06g46680",0,0,0.26,0.084,0.176,0.711139080298982,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0168500","LOC_Os05g07650",0,0,0.349,0.239,0.11,0.710490988400464,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0323500","LOC_Os09g15480",0,0,0.311,0.165,0.146,0.70888089793217,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0189300","LOC_Os05g09704",0,0,0.361,0.141,0.22,0.706410275620338,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0511100","LOC_Os01g32780",0,0,0.659,0.546,0.113,0.704736850964197,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0593700","LOC_Os02g38050",0,0,0.715,0.589,0.126,0.704521766860598,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0120600","LOC_Os08g02700",0,0,0.399,0.306,0.093,0.702356114122565,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0783500","LOC_Os01g57450",0,0,0.606,0.399,0.207,0.698439140062924,"Epidermis","oryza_sativa->PO:0009005;PO:0009025->PO:0005679","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0150400","LOC_Os10g05970",0,0,0.996,0.42,0.576,5.33178429027906,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0150700","LOC_Os10g05990",0,0,0.974,0.196,0.778,4.86570908188611,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0150600","LOC_Os10g05980",0,0,0.972,0.174,0.798,4.72714839406064,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0150800","LOC_Os10g06000",0,0,0.925,0.132,0.793,4.55597181804014,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0189300","LOC_Os05g09704",0,0,0.928,0.135,0.793,4.1626580677082,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0115100","OsLTP1.9",0,0,0.982,0.445,0.537,4.0102404196057,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0190500","OsVSP2",0,0,0.947,0.252,0.695,3.86070534115198,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0114800","OsLTP1.16",0,0,0.976,0.471,0.505,3.66106537456654,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0115350","LOC_Os11g02369",0,0,0.732,0.26,0.472,2.84430450061992,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0148200","OsGELP74",0,0,0.64,0.052,0.588,2.79350758273106,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0545250","Os04g0545250",0,0,0.835,0.14,0.695,2.74888758209122,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0465600","LOC_Os04g39150",0,0,0.75,0.128,0.622,2.66906275580667,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0553200","PFL",0,0,0.451,0.147,0.304,2.49493163551277,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0538700","LOC_Os02g33550",0,0,0.853,0.244,0.609,2.49051312865177,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0281900","LOC_Os04g21320",0,0,0.853,0.154,0.699,2.43178870580289,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0563600","LOC_Os12g37650",0,0,0.663,0.111,0.552,2.30843785875547,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0551700","LOC_Os10g40420",0,0,0.531,0.055,0.476,2.20697486984124,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0784800","LOC_Os01g57570",0,0,0.85,0.38,0.47,2.15066394973919,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0814100","OsLTPG1",0,0,0.637,0.108,0.529,2.12222704015228,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0156600","OsGELP77",0,0,0.778,0.226,0.552,2.08329673007624,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0219900","LOC_Os06g11650",0,0,0.685,0.101,0.584,2.07900745192519,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0106400","LOC_Os01g01660",0,0,0.694,0.182,0.512,2.0309583192349,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0210100","prx132",0,0,0.683,0.07,0.613,1.9700125505633,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0358100","OsRALF-6",0,0,0.89,0.335,0.555,1.93948729401091,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0575200","LOC_Os02g36550",0,0,0.637,0.074,0.563,1.93788657926618,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0709300","OsUCL9",0,0,0.787,0.184,0.603,1.92678793372391,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0859100","OsGELP55",0,0,0.611,0.037,0.574,1.91983766635595,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0532800","OsLTPG22",0,0,0.732,0.159,0.573,1.84580062533709,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0178300","OsCDT5",0,0,0.737,0.206,0.531,1.83768681311007,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0668100","OsFLA7",0,0,0.824,0.256,0.568,1.78241414875487,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0448800","OsPIP2a",0,0,0.924,0.517,0.407,1.76833469715402,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0565800","LOC_Os07g37850",0,0,0.407,0.145,0.262,1.7380253616239,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0692700","LOC_Os03g48626",0,0,0.821,0.471,0.35,1.73126957699609,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0617800","Os02g0617800",0,0,0.775,0.204,0.571,1.72655468023747,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0813600","LOC_Os02g56860",0,0,0.66,0.107,0.553,1.71951034058175,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0254700","LOC_Os06g14370",0,0,0.983,0.805,0.178,1.67543456777484,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0804200","OsLTPG10",0,0,0.346,0.046,0.3,1.65761661200522,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0538900","LOC_Os06g34790",0,0,0.643,0.223,0.42,1.64904554031994,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0106300","LOC_Os01g01650",0,0,0.481,0.066,0.415,1.64374245269917,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0111200","OsREM1.3",0,0,0.822,0.216,0.606,1.62927109692739,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0111600","OsHIGD5",0,0,0.781,0.457,0.324,1.62693154261017,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0549620","OsPAP7",0,0,0.512,0.068,0.444,1.61097329834313,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0416700","LOC_Os04g33990",0,0,0.534,0.074,0.46,1.58875607107138,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0233400","Os04g0233400",0,0,0.825,0.407,0.418,1.5492891769303,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0878900","LOC_Os01g65690",0,0,0.404,0.117,0.287,1.52145713460947,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0531900","OsGELP85",0,0,0.741,0.302,0.439,1.51292986320393,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0399800","LOC_Os03g28160",0,0,0.347,0.119,0.228,1.51193525402101,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0189300","LOC_Os12g08760",0,0,0.637,0.151,0.486,1.43378981065499,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0293500","pdc2*",0,0,0.887,0.668,0.219,1.38556988559161,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0303800","LOC_Os01g19820",0,0,0.61,0.256,0.354,1.3700654142744,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0137400","OsUCL23",0,0,0.646,0.146,0.5,1.36641509648278,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0109300","PRX125",0,0,0.49,0.171,0.319,1.36434535205768,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0316200","OsGolS1",0,0,0.758,0.395,0.363,1.34969630031914,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0469600","pdc1*",0,0,0.816,0.542,0.274,1.34286945649758,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0559700","Os04g0559700",0,0,0.89,0.494,0.396,1.33659654144939,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0439500","LOC_Os03g32470",0,0,0.63,0.233,0.397,1.32959136775013,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0132100","OsLACS1",0,0,0.61,0.139,0.471,1.2952462468056,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0658200","LOC_Os02g44090",0,0,0.417,0.043,0.374,1.27502541566078,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0205800","LOC_Os08g10500",0,0,0.997,0.97,0.027,1.27095547329083,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0111900","SIP34",0,0,0.643,0.186,0.457,1.27076527562804,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0527400","LOC_Os04g44530",0,0,0.846,0.573,0.273,1.26194630699294,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0371000","OsEXTL",0,0,0.964,0.811,0.153,1.25970398242579,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0567500","LOC_Os09g39410",0,0,0.439,0.037,0.402,1.25138596878694,"Fiber cell","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407","oryza_sativa","Root;Leaf","CRA004082"
