"gene","name","p_val","p_val_adj","pct_1","pct_2","pct_diff","avg_log2FC","clusterName","celltype_id","species","tissue","dataset"
"Os01g0896700","Os01g0896700",0,0,0.909,0.604,0.305,1.15846733623779,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0818400","RPS23",0,0,0.832,0.488,0.344,1.15801222480844,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0758500","OsENODL12",0,0,0.674,0.151,0.523,1.15599359264933,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0546700","Os07g0546700",0,0,0.902,0.603,0.299,1.15447628678575,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0118200","LOC_Os12g02570",0,0,0.682,0.429,0.253,1.14990309804351,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0478700","LOC_Os02g27769",0,0,0.833,0.445,0.388,1.14713423818551,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0326400","OsRPL7A",0,0,0.916,0.613,0.303,1.14544764782369,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0503400","OsRPL35",0,0,0.891,0.567,0.324,1.14278386096498,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0839900","LOC_Os01g62260",0,0,0.721,0.286,0.435,1.13539303831549,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0430100","LOC_Os04g35090",0,0,0.865,0.52,0.345,1.13262965795085,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0465800","OsRPL21.2",0,0,0.849,0.469,0.38,1.12889721020753,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0170200","LOC_Os10g08930",0,0,0.863,0.555,0.308,1.12197595760265,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0127900","OsRP1",0,0,0.911,0.595,0.316,1.12053622312925,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0466600","LOC_Os05g39050",0,0,0.99,0.847,0.143,1.11933392172037,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0756000","LOC_Os03g54890",0,0,0.89,0.555,0.335,1.11222878691734,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0408300","LOC_Os03g29460",0,0,0.877,0.572,0.305,1.11032084616965,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0128500","LOC_Os08g03450",0,0,0.936,0.673,0.263,1.10887340444585,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0465900","OsARP",0,0,0.93,0.78,0.15,1.10407291510047,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0160200","S27a",0,0,0.916,0.632,0.284,1.10401355032059,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0257450","ST1",0,0,0.403,0.082,0.321,1.10202716180537,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"LNC_Os01g34385","LNC_Os01g34385",0,0,0.223,0.044,0.179,1.09964355451339,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0130800","LOC_Os06g04020",0,0,0.97,0.802,0.168,1.09748128107264,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0424500","Os03g0424500",0,0,0.806,0.392,0.414,1.09745031359838,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0834600","Os01g0834600",0,0,0.864,0.531,0.333,1.0949548159829,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0717800","LOC_Os02g48660",0,0,0.917,0.644,0.273,1.08526198116769,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0321900","LOC_Os02g21660",0,0,0.726,0.308,0.418,1.08177680256997,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0200500","cyc07",0,0,0.82,0.45,0.37,1.0812022324086,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0576700","RPL13b",0,0,0.933,0.648,0.285,1.07689615825596,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"LNC_Os03g25810","LNC_Os03g25810",0,0,0.92,0.649,0.271,1.07465793649444,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0208000","LOC_Os07g10720",0,0,0.822,0.436,0.386,1.07312872363343,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0172600","LOC_Os06g07580",0,0,0.938,0.693,0.245,1.0670924331713,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0569200","LOC_Os12g38140",0,0,0.336,0.124,0.212,1.06615835821176,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0559200","Os08g0559200",0,0,0.831,0.483,0.348,1.06506239325251,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0577000","LOC_Os03g38000",0,0,0.86,0.516,0.344,1.06217055569308,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0412800","OsGSTU16",0,0,0.521,0.199,0.322,1.06122677316897,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0466700","LOC_Os10g32920",0,0,0.946,0.716,0.23,1.0548591045184,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0622100","LOC_Os07g42950",0,0,0.831,0.487,0.344,1.05463804442228,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0129200","OsCSP2",0,0,0.763,0.316,0.447,1.05309352218678,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0608700","LOC_Os07g41790",0,0,0.761,0.313,0.448,1.04391527083096,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0721900","LOC_Os03g51200",0,0,0.599,0.174,0.425,1.0437738895161,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0557900","OsENODL21",0,0,0.6,0.127,0.473,1.04268677364955,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0234200","ZIURP1",0,0,0.859,0.555,0.304,1.04107559416024,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0485900","LOC_Os09g31180",0,0,0.878,0.549,0.329,1.0389121751063,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0167900","RPL3A",0,0,0.859,0.495,0.364,1.03839228993567,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0353400","LOC_Os03g23010",0,0,0.938,0.712,0.226,1.0364920331589,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0564300","LOC_Os10g41470",0,0,0.79,0.38,0.41,1.03292114876488,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0805200","OsPCNA",0,0,0.356,0.09,0.266,1.0328725131377,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0156800","LOC_Os08g06040",0,0,0.798,0.415,0.383,1.03145255935153,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0602500","Os11g0602500",0,0,0.777,0.389,0.388,1.0303334579788,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0924900","BIP112",0,0,0.648,0.214,0.434,1.0288891901836,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0359500","LOC_Os08g27070",0,0,0.751,0.328,0.423,1.02663426838448,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0797200","Os02g0797200",0,0,0.842,0.477,0.365,1.02359119730947,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0105900","LOC_Os02g01560",0,0,0.805,0.402,0.403,1.02216852527185,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0327600","LOC_Os03g21040",0,0,0.832,0.483,0.349,1.02123148159166,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0614500","eEF-1beta",0,0,0.845,0.482,0.363,1.02040725203367,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0670400","LOC_Os02g44930",0,0,0.708,0.194,0.514,1.01835900990608,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0413600","Os04g0413600",0,0,0.753,0.337,0.416,1.01766694099484,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0501000","LOC_Os04g42270",0,0,0.759,0.34,0.419,1.01757165434726,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0117300","LOC_Os08g02410",0,0,0.887,0.591,0.296,1.01663419875248,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0701400","LOC_Os06g48780",0,0,0.873,0.544,0.329,1.01531971657849,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0328400","RPS27a",0,0,0.862,0.538,0.324,1.0150622020134,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0473400","OsRPL6",0,0,0.7,0.272,0.428,1.01491385909397,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0602600","LOC_Os11g38959",0,0,0.81,0.449,0.361,1.01445005844184,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0568800","LOC_Os09g39540",0,0,0.814,0.419,0.395,1.01116727810973,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0258600","rpl22",0,0,0.91,0.631,0.279,1.01093459129123,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os09g0507800","surf-3",0,0,0.76,0.363,0.397,1.00834160063967,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0815800","BIP123",0,0,0.88,0.587,0.293,1.00652872754612,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0592000","LOC_Os07g40240",0,0,0.534,0.133,0.401,1.0060881878894,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0728000","HMGB1",0,0,0.995,0.955,0.04,1.00524056997753,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0486700","LOC_Os05g40820",0,0,0.914,0.659,0.255,1.00501212491151,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0130900","LOC_Os06g04030",0,0,0.999,0.98,0.019,1.00359345252496,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0962600","RPS10",0,0,0.724,0.285,0.439,1.00154884123631,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os12g0124200","LOC_Os12g03090",0,0,0.877,0.554,0.323,0.999655252194802,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0485000","LOC_Os08g37840",0,0,0.568,0.243,0.325,0.999556194946812,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0541900","LOC_Os05g46430",0,0,0.795,0.424,0.371,0.999167611894167,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0355500","LOC_Os05g28750",0,0,0.867,0.526,0.341,0.988203429715875,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0610600","LOC_Os02g39720",0,0,0.775,0.357,0.418,0.984542266896706,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0297100","RPS7a",0,0,0.832,0.487,0.345,0.980630933216535,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0815400","LOC_Os01g59970",0,0,0.522,0.214,0.308,0.97656706773969,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0478600","RPS15a",0,0,0.884,0.565,0.319,0.973214480492347,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0556900","OsRPL35a.3",0,0,0.722,0.297,0.425,0.971652412004188,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0799600","LOC_Os03g58530",0,0,0.688,0.307,0.381,0.964782722222309,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0598200","RPL12",0,0,0.77,0.365,0.405,0.964275555533224,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0821200","LOC_Os02g57540",0,0,0.715,0.321,0.394,0.963734380365358,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0743400","LOC_Os03g53190",0,0,0.962,0.798,0.164,0.961663443613082,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0618250","LOC_Os02g40514",0,0,0.698,0.304,0.394,0.952043001038563,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0314100","LOC_Os05g24970",0,0,0.718,0.308,0.41,0.947232718997647,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os11g0168200","RPL3B",0,0,0.777,0.363,0.414,0.941826671575395,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0343500","BIP108",0,0,0.736,0.348,0.388,0.94102331221203,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0345200","RPS21",0,0,0.936,0.731,0.205,0.938777009413511,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0169600","LOC_Os07g07410",0,0,0.713,0.447,0.266,0.935317769431274,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0130500","YK704",0,0,0.854,0.515,0.339,0.935066685808328,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0287000","RPS3A",0,0,0.766,0.372,0.394,0.93288501963237,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0332900","LOC_Os01g22990",0,0,0.87,0.545,0.325,0.921423477668961,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0376000","Os04g0376000",0,0,0.755,0.359,0.396,0.917493502394898,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0111700","LOC_Os02g02130",0,0,0.891,0.597,0.294,0.915679793622319,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0807800","SUP44",0,0,0.896,0.608,0.288,0.905753580848072,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0699600","LOC_Os02g47140",0,0,0.822,0.459,0.363,0.902769835010686,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0571600","LOC_Os05g49670",0,0,0.502,0.119,0.383,0.902239245463245,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0662500","eEF-1beta'",0,0,0.892,0.601,0.291,0.8958061020388,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0534800","LOC_Os02g33140",0,0,0.679,0.27,0.409,0.894520812722345,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0674200","LOC_Os07g47710",0,0,0.794,0.417,0.377,0.893188915852777,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os10g0411800","LOC_Os10g27190",0,0,0.906,0.635,0.271,0.887599681839844,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0133100","LOC_Os03g04080",0,0,0.333,0.131,0.202,0.883910625136232,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0561300","OsFbox396",0,0,0.777,0.505,0.272,0.882301549516273,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0699700","LOC_Os02g47150",0,0,0.455,0.025,0.43,0.881438435647427,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0918300","smt3",0,0,0.965,0.846,0.119,0.875226268576145,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0146300","Os03g0146300",0,0,0.576,0.155,0.421,0.873993474625679,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os04g0611300","LOC_Os04g52180",0,0,0.929,0.703,0.226,0.87280210777657,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0851000","Osj3g2BTF3",0,0,0.673,0.272,0.401,0.872351370726968,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os07g0229900","LOC_Os07g12650",0,0,0.725,0.358,0.367,0.871070283888593,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os06g0181566","LOC_Os06g08320",0,0,0.797,0.456,0.341,0.868126223441738,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0557000","LOC_Os05g48320",0,0,0.695,0.35,0.345,0.862540993535825,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0549300","LOC_Os08g43580",0,0,0.935,0.749,0.186,0.86217295196088,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os05g0497200","ERF130",0,0,0.566,0.196,0.37,0.859613745274095,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0938900","LOC_Os01g71230",0,0,0.714,0.376,0.338,0.855089596364551,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os08g0558000","LOC_Os08g44380",0,0,0.841,0.537,0.304,0.854527444276953,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0835900","OsFd3",0,0,0.854,0.531,0.323,0.854432394191766,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0863300","LOC_Os01g64360",0,0,0.813,0.556,0.257,0.846710724115182,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0241200","LOC_Os03g13800",0,0,0.763,0.424,0.339,0.846169883853531,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0203700","SRZ1",5.74964103208553e-59,3.26136888262987e-54,0.454,0.353,0.101,0.842566314185088,"Initial cell","oryza_sativa->PO:0009005;PO:0009025->PO:0004010->PO:0004011","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0629800","CAL1",0,0,0.607,0.28,0.327,1.73439689991074,"Mesophyll precursor/Root endodermis","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->SP:0000019;PO:0005059","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0756900","OsAGP17",0,0,0.288,0.15,0.138,1.54672284857601,"Mesophyll precursor/Root endodermis","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->SP:0000019;PO:0005059","oryza_sativa","Root;Leaf","CRA004082"
"Os02g0586500","LOC_Os02g37430",0,0,0.761,0.437,0.324,1.45337433487083,"Mesophyll precursor/Root endodermis","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->SP:0000019;PO:0005059","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0839900","LOC_Os01g62260",0,0,0.589,0.253,0.336,1.44001513892044,"Mesophyll precursor/Root endodermis","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->SP:0000019;PO:0005059","oryza_sativa","Root;Leaf","CRA004082"
"Os01g0191100","LOC_Os01g09510",0,0,0.754,0.453,0.301,1.3887328367016,"Mesophyll precursor/Root endodermis","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->SP:0000019;PO:0005059","oryza_sativa","Root;Leaf","CRA004082"
"Os03g0154700","OsRPS9-2",0,0,0.826,0.532,0.294,1.33250857878133,"Mesophyll precursor/Root endodermis","oryza_sativa->PO:0009005;PO:0009025->PO:0025059->SP:0000019;PO:0005059","oryza_sativa","Root;Leaf","CRA004082"
